customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent
CUST00946,3/24/2025,Tier 1,35-44,Marketplace,None,Baby Care,Dry,Yes
CUST00947,2/4/2024,Tier 3,35-44,Google Search,None,Baby Care,Oily,Yes
CUST00948,6/24/2025,Tier 3,25-34,Referral,None,Hair Care,Normal,No
CUST00949,1/20/2025,Tier 2,35-44,Instagram,None,Skin Care,Combination,Yes
CUST00950,10/23/2024,Tier 1,45+,Marketplace,None,Fragrance,Sensitive,Yes
CUST00951,5/27/2025,Tier 2,25-34,Referral,Gold,Baby Care,Sensitive,Yes
CUST00952,3/1/2024,Tier 2,18-24,Marketplace,Gold,Makeup,Oily,Yes
CUST00953,2/6/2024,Tier 1,25-34,Google Search,Silver,Wellness,Normal,Yes
CUST00954,5/23/2025,Tier 2,25-34,Referral,None,Fragrance,Dry,Yes
CUST00955,7/1/2025,Tier 1,25-34,Marketplace,None,Hair Care,Combination,No
CUST00956,5/21/2024,Tier 1,18-24,Marketplace,Gold,Hair Care,Sensitive,Yes
CUST00957,8/20/2024,Tier 2,25-34,Organic,None,Skin Care,Oily,No
CUST00958,3/25/2025,Tier 1,18-24,Google Search,Silver,Skin Care,Sensitive,Yes
CUST00959,3/19/2024,Tier 2,25-34,Referral,Silver,Hair Care,Dry,Yes
CUST00960,9/7/2024,Tier 1,25-34,Marketplace,None,Skin Care,Combination,Yes
CUST00961,5/20/2024,Tier 2,35-44,Google Search,None,Skin Care,NA,No
CUST00962,4/9/2025,Tier 1,45+,Organic,None,Baby Care,Sensitive,No
CUST00963,5/22/2025,Tier 1,18-24,Referral,None,Hair Care,NA,Yes
CUST00964,12/22/2024,Tier 3,45+,Marketplace,None,Fragrance,Sensitive,No
CUST00965,3/20/2025,Tier 3,35-44,Influencer,Silver,Fragrance,Normal,Yes
CUST00966,7/1/2025,Tier 2,25-34,Referral,None,Skin Care,Combination,Yes
CUST00967,10/14/2024,Tier 3,35-44,Instagram,None,Baby Care,Sensitive,Yes
CUST00968,9/13/2024,Tier 3,35-44,Marketplace,None,Baby Care,Sensitive,No
CUST00969,1/10/2024,Tier 3,25-34,Referral,Gold,Skin Care,Oily,Yes
CUST00970,3/6/2024,Tier 1,25-34,Organic,None,Hair Care,Dry,Yes
CUST00971,4/27/2024,Tier 1,25-34,Referral,None,Hair Care,Normal,Yes
CUST00972,9/20/2024,Tier 3,18-24,Organic,None,Skin Care,Dry,Yes
CUST00973,8/30/2024,Tier 2,18-24,Organic,Silver,Skin Care,Combination,No
CUST00974,12/9/2024,Tier 3,45+,Google Search,Gold,Skin Care,Oily,Yes
CUST00975,1/27/2024,Tier 1,18-24,Google Search,Silver,Makeup,Normal,Yes
CUST00976,6/2/2024,Tier 3,25-34,Instagram,None,Wellness,Dry,Yes
CUST00977,7/5/2025,Tier 3,35-44,Referral,None,Hair Care,Normal,Yes
CUST00978,9/6/2024,Tier 3,25-34,Influencer,None,Hair Care,Oily,Yes
CUST00979,3/22/2024,Tier 2,25-34,Influencer,Silver,Baby Care,Combination,No
CUST00980,7/4/2025,Tier 3,25-34,Marketplace,Silver,Baby Care,Sensitive,Yes
CUST00981,5/31/2024,Tier 2,25-34,Organic,Gold,Fragrance,Oily,Yes
CUST00982,4/26/2025,Tier 1,35-44,Instagram,None,Makeup,Oily,Yes
CUST00983,12/28/2024,Tier 2,18-24,Google Search,None,Hair Care,Sensitive,Yes
CUST00984,12/29/2024,Tier 3,45+,Marketplace,Silver,Hair Care,Combination,Yes
CUST00985,6/5/2025,Tier 3,18-24,Marketplace,None,Baby Care,Combination,Yes
CUST00986,4/9/2024,Tier 2,25-34,Instagram,None,Baby Care,Normal,No
CUST00987,7/1/2024,Tier 1,45+,Influencer,Gold,Makeup,Combination,Yes
CUST00988,10/18/2024,Tier 1,18-24,Referral,None,Skin Care,Sensitive,No
CUST00989,5/24/2024,Tier 2,18-24,Referral,None,Baby Care,Oily,No
CUST00990,1/27/2024,Tier 1,25-34,Influencer,None,Hair Care,Dry,No
CUST00991,5/2/2024,Tier 2,25-34,Google Search,Gold,Wellness,NA,Yes
CUST00992,8/15/2024,Tier 1,35-44,Referral,None,Baby Care,Normal,Yes
CUST00993,2/9/2024,Tier 3,25-34,Organic,None,Fragrance,NA,No
CUST00994,9/8/2024,Tier 1,18-24,Influencer,Silver,Skin Care,Dry,Yes
CUST00995,3/31/2024,Tier 3,45+,Marketplace,None,Skin Care,Normal,Yes
CUST00996,1/24/2025,Tier 1,25-34,Google Search,None,Wellness,Sensitive,No
CUST00997,2/5/2025,Tier 2,25-34,Google Search,None,Wellness,Sensitive,Yes
CUST00998,6/29/2024,Tier 1,25-34,Instagram,Silver,Makeup,Combination,No
CUST00999,1/30/2024,Tier 2,25-34,Organic,Silver,Skin Care,Sensitive,Yes
CUST01000,2/12/2025,Tier 1,25-34,Referral,None,Baby Care,Oily,Yes
CUST01001,7/30/2024,Tier 1,35-44,Influencer,Silver,Skin Care,Normal,Yes
CUST01002,12/7/2024,Tier 2,45+,Referral,Silver,Hair Care,Sensitive,Yes
CUST01003,8/22/2024,Tier 1,25-34,Google Search,None,Baby Care,Dry,No
CUST01004,4/14/2024,Tier 3,25-34,Instagram,None,Skin Care,NA,No
CUST01005,1/21/2025,Tier 1,25-34,Marketplace,None,Skin Care,Oily,Yes
CUST01006,7/8/2025,Tier 1,25-34,Marketplace,Silver,Skin Care,Normal,No
CUST01007,11/5/2024,Tier 1,25-34,Google Search,Silver,Hair Care,Sensitive,Yes
CUST01008,10/18/2024,Tier 2,45+,Google Search,None,Hair Care,Combination,No
CUST01009,8/14/2025,Tier 1,45+,Instagram,None,Baby Care,NA,Yes
CUST01010,7/28/2025,Tier 3,18-24,Referral,None,Skin Care,Normal,No
CUST01011,3/1/2024,Tier 1,35-44,Google Search,None,Skin Care,Sensitive,Yes
CUST01012,8/2/2024,Tier 3,35-44,Referral,None,Baby Care,Sensitive,Yes
CUST01013,3/24/2024,Tier 2,45+,Instagram,None,Skin Care,Normal,No
CUST01014,2/9/2024,Tier 2,35-44,Marketplace,None,Skin Care,Normal,Yes
CUST01015,10/4/2024,Tier 2,25-34,Google Search,Silver,Skin Care,Normal,Yes
CUST01016,9/11/2025,Tier 2,25-34,Influencer,Gold,Makeup,Dry,Yes
CUST01017,7/2/2024,Tier 1,18-24,Influencer,None,Skin Care,NA,Yes
CUST01018,8/31/2025,Tier 1,18-24,Referral,None,Baby Care,Dry,Yes
CUST01019,11/9/2024,Tier 2,25-34,Influencer,None,Baby Care,Dry,Yes
CUST01020,9/26/2024,Tier 1,25-34,Referral,Silver,Hair Care,Normal,No
CUST01021,4/29/2025,Tier 1,18-24,Instagram,None,Wellness,Normal,Yes
CUST01022,2/23/2024,Tier 3,18-24,Referral,None,Hair Care,Oily,Yes
CUST01023,12/29/2024,Tier 2,25-34,Referral,Gold,Fragrance,Dry,No
CUST01024,7/27/2025,Tier 2,25-34,Google Search,None,Fragrance,NA,Yes
CUST01025,12/20/2024,Tier 1,35-44,Referral,Platinum,Wellness,Combination,Yes
CUST01026,1/4/2025,Tier 1,25-34,Google Search,None,Hair Care,Sensitive,Yes
CUST01027,5/5/2025,Tier 3,25-34,Marketplace,None,Skin Care,Normal,No
CUST01028,4/10/2025,Tier 2,25-34,Organic,Silver,Fragrance,Oily,Yes
CUST01029,6/30/2024,Tier 1,35-44,Google Search,Gold,Skin Care,NA,Yes
CUST01030,7/17/2024,Tier 2,25-34,Google Search,Silver,Fragrance,NA,Yes
CUST01031,1/15/2024,Tier 1,45+,Organic,Silver,Skin Care,Normal,Yes
CUST01032,9/15/2025,Tier 2,18-24,Instagram,Silver,Fragrance,Oily,Yes
CUST01033,3/29/2024,Tier 2,25-34,Instagram,None,Makeup,Dry,Yes
CUST01034,1/11/2024,Tier 1,18-24,Instagram,Silver,Skin Care,NA,Yes
CUST01035,5/15/2024,Tier 1,25-34,Google Search,None,Baby Care,Combination,Yes
CUST01036,10/29/2024,Tier 2,25-34,Instagram,None,Hair Care,NA,Yes
CUST01037,8/22/2025,Tier 2,25-34,Instagram,Silver,Hair Care,NA,No
CUST01038,10/2/2024,Tier 2,18-24,Google Search,None,Skin Care,Oily,Yes
CUST01039,11/26/2024,Tier 1,25-34,Marketplace,None,Makeup,NA,Yes
CUST01040,12/10/2024,Tier 1,25-34,Influencer,None,Hair Care,Dry,No
CUST01041,3/21/2025,Tier 2,35-44,Google Search,Silver,Baby Care,Combination,Yes
CUST01042,6/3/2025,Tier 2,18-24,Google Search,None,Baby Care,Dry,Yes
CUST01043,6/20/2025,Tier 3,18-24,Marketplace,None,Hair Care,Oily,No
CUST01044,4/14/2025,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,Yes
CUST01045,9/7/2024,Tier 2,18-24,Organic,None,Skin Care,Oily,Yes
CUST01046,1/20/2025,Tier 2,35-44,Organic,None,Skin Care,Dry,Yes
CUST01047,3/10/2025,Tier 2,25-34,Google Search,Silver,Wellness,Oily,Yes
CUST01048,12/14/2024,Tier 1,25-34,Marketplace,None,Skin Care,Dry,Yes
CUST01049,12/13/2024,Tier 1,25-34,Instagram,None,Makeup,Combination,Yes
CUST01050,6/13/2025,Tier 2,35-44,Instagram,Silver,Skin Care,Combination,No
CUST01051,1/28/2025,Tier 1,35-44,Marketplace,Silver,Hair Care,Oily,Yes
CUST01052,4/6/2025,Tier 3,25-34,Marketplace,Gold,Wellness,Oily,No
CUST01053,3/22/2024,Tier 1,18-24,Influencer,Silver,Skin Care,Normal,No
CUST01054,5/4/2024,Tier 2,35-44,Instagram,Silver,Hair Care,Combination,Yes
CUST01055,7/2/2024,Tier 1,25-34,Referral,None,Skin Care,Oily,Yes
CUST01056,3/27/2024,Tier 1,25-34,Instagram,None,Fragrance,Sensitive,No
CUST01057,6/20/2025,Tier 1,25-34,Google Search,None,Baby Care,NA,Yes
CUST01058,3/21/2024,Tier 2,25-34,Google Search,None,Skin Care,NA,Yes
CUST01059,3/19/2025,Tier 3,45+,Referral,Platinum,Baby Care,Normal,No
CUST01060,4/29/2025,Tier 3,18-24,Google Search,Silver,Skin Care,Normal,Yes
CUST01061,10/6/2024,Tier 1,18-24,Organic,Silver,Skin Care,Combination,Yes
CUST01062,1/19/2024,Tier 1,35-44,Marketplace,Silver,Baby Care,Combination,Yes
CUST01063,7/25/2025,Tier 1,18-24,Google Search,None,Hair Care,NA,Yes
CUST01064,2/16/2025,Tier 3,18-24,Influencer,Silver,Baby Care,Sensitive,Yes
CUST01065,11/18/2024,Tier 2,25-34,Instagram,Silver,Baby Care,Normal,Yes
CUST01066,7/23/2025,Tier 3,35-44,Google Search,None,Hair Care,Oily,Yes
CUST01067,7/1/2024,Tier 2,35-44,Influencer,Platinum,Baby Care,Sensitive,No
CUST01068,1/6/2025,Tier 2,25-34,Marketplace,Silver,Baby Care,Normal,Yes
CUST01069,4/20/2025,Tier 3,25-34,Instagram,Gold,Hair Care,Oily,Yes
CUST01070,4/10/2024,Tier 2,25-34,Influencer,None,Baby Care,Normal,Yes
CUST01071,8/7/2025,Tier 3,35-44,Google Search,None,Baby Care,Combination,Yes
CUST01072,2/2/2025,Tier 3,25-34,Organic,None,Hair Care,Dry,Yes
CUST01073,10/27/2024,Tier 1,18-24,Referral,None,Makeup,Combination,No
CUST01074,4/23/2024,Tier 3,35-44,Organic,Gold,Skin Care,NA,No
CUST01075,6/16/2025,Tier 3,45+,Instagram,None,Skin Care,NA,Yes
CUST01076,1/25/2024,Tier 3,25-34,Instagram,Silver,Fragrance,NA,No
CUST01077,3/26/2025,Tier 1,25-34,Instagram,None,Fragrance,Oily,No
CUST01078,9/5/2024,Tier 1,35-44,Instagram,Silver,Skin Care,NA,Yes
CUST01079,3/31/2025,Tier 2,25-34,Google Search,None,Skin Care,Dry,Yes
CUST01080,1/6/2025,Tier 1,35-44,Marketplace,None,Hair Care,NA,Yes
CUST01081,5/30/2024,Tier 3,25-34,Google Search,None,Fragrance,Normal,Yes
CUST01082,6/13/2025,Tier 2,25-34,Instagram,None,Skin Care,Normal,Yes
CUST01083,6/22/2024,Tier 2,35-44,Referral,None,Makeup,Oily,Yes
CUST01084,5/2/2024,Tier 1,25-34,Referral,Gold,Wellness,NA,No
CUST01085,7/26/2024,Tier 1,25-34,Marketplace,Gold,Hair Care,Sensitive,Yes
CUST01086,2/27/2024,Tier 2,25-34,Google Search,Silver,Skin Care,NA,No
CUST01087,9/15/2025,Tier 1,25-34,Marketplace,Silver,Wellness,Dry,Yes
CUST01088,8/18/2025,Tier 1,25-34,Organic,None,Makeup,Oily,Yes
CUST01089,7/9/2025,Tier 2,25-34,Google Search,None,Hair Care,Oily,Yes
CUST01090,4/12/2025,Tier 1,45+,Google Search,None,Baby Care,Sensitive,Yes
CUST01091,6/28/2025,Tier 1,25-34,Referral,None,Hair Care,Dry,Yes
CUST01092,6/16/2024,Tier 2,18-24,Marketplace,None,Fragrance,Sensitive,Yes
CUST01093,8/25/2024,Tier 2,18-24,Google Search,None,Skin Care,Sensitive,No
CUST01094,7/15/2024,Tier 3,35-44,Organic,Silver,Skin Care,Normal,No
CUST01095,10/2/2024,Tier 1,25-34,Influencer,Gold,Hair Care,Sensitive,Yes
CUST01096,3/11/2025,Tier 2,25-34,Instagram,Gold,Skin Care,Combination,Yes
CUST01097,1/20/2024,Tier 1,35-44,Marketplace,None,Fragrance,Oily,Yes
CUST01098,7/23/2024,Tier 2,35-44,Referral,None,Skin Care,Dry,Yes
CUST01099,2/17/2024,Tier 1,35-44,Influencer,Silver,Skin Care,Normal,Yes
CUST01100,7/4/2025,Tier 3,25-34,Instagram,None,Makeup,Sensitive,No
CUST01101,8/26/2025,Tier 1,25-34,Instagram,None,Baby Care,NA,Yes
CUST01102,3/10/2024,Tier 2,35-44,Marketplace,Gold,Hair Care,Combination,No
CUST01103,1/5/2025,Tier 2,25-34,Marketplace,None,Makeup,Oily,Yes
CUST01104,2/19/2024,Tier 1,35-44,Influencer,None,Baby Care,Oily,No
CUST01105,10/16/2024,Tier 2,25-34,Marketplace,None,Wellness,Oily,Yes
CUST01106,4/24/2025,Tier 3,25-34,Marketplace,Silver,Hair Care,Sensitive,Yes
CUST01107,12/4/2024,Tier 2,18-24,Google Search,None,Makeup,Combination,No
CUST01108,2/3/2025,Tier 1,18-24,Referral,None,Skin Care,NA,No
CUST01109,8/11/2025,Tier 3,45+,Marketplace,None,Skin Care,Dry,Yes
CUST01110,2/10/2024,Tier 2,35-44,Influencer,None,Hair Care,Dry,Yes
CUST01111,8/26/2024,Tier 1,45+,Google Search,None,Fragrance,Combination,Yes
CUST01112,8/1/2024,Tier 2,25-34,Google Search,None,Hair Care,Oily,Yes
CUST01113,5/4/2024,Tier 1,18-24,Influencer,Silver,Hair Care,Sensitive,Yes
CUST01114,5/4/2025,Tier 1,25-34,Referral,None,Fragrance,Combination,No
CUST01115,3/7/2024,Tier 3,25-34,Google Search,Platinum,Skin Care,NA,No
CUST01116,11/27/2024,Tier 3,18-24,Instagram,None,Hair Care,Dry,Yes
CUST01117,10/27/2024,Tier 1,25-34,Instagram,None,Wellness,Dry,No
CUST01118,4/22/2024,Tier 1,35-44,Instagram,None,Hair Care,Sensitive,Yes
CUST01119,4/26/2025,Tier 3,18-24,Influencer,None,Hair Care,Normal,No
CUST01120,8/16/2024,Tier 3,18-24,Instagram,None,Wellness,Normal,Yes
CUST01121,5/2/2025,Tier 3,25-34,Instagram,Silver,Hair Care,Normal,Yes
CUST01122,8/7/2025,Tier 1,18-24,Instagram,Gold,Skin Care,Oily,No
CUST01123,9/12/2024,Tier 1,25-34,Marketplace,None,Wellness,NA,Yes
CUST01124,5/14/2024,Tier 1,25-34,Instagram,Silver,Fragrance,NA,No
CUST01125,7/5/2024,Tier 2,18-24,Organic,None,Hair Care,Oily,Yes
CUST01126,8/14/2025,Tier 3,25-34,Referral,None,Hair Care,NA,Yes
CUST01127,7/9/2024,Tier 3,25-34,Referral,None,Makeup,NA,No
CUST01128,3/12/2025,Tier 3,25-34,Instagram,None,Hair Care,Oily,Yes
CUST01129,4/8/2025,Tier 3,25-34,Instagram,Gold,Hair Care,Combination,No
CUST01130,8/15/2024,Tier 1,35-44,Marketplace,None,Makeup,Normal,No
CUST01131,8/23/2024,Tier 3,35-44,Instagram,None,Makeup,NA,Yes
CUST01132,6/4/2024,Tier 3,25-34,Referral,None,Skin Care,Combination,Yes
CUST01133,4/24/2025,Tier 2,25-34,Google Search,None,Makeup,NA,Yes
CUST01134,3/1/2024,Tier 1,35-44,Referral,None,Wellness,Dry,Yes
CUST01135,9/11/2024,Tier 1,35-44,Influencer,None,Fragrance,Oily,No
CUST01136,5/25/2024,Tier 2,35-44,Instagram,None,Hair Care,Oily,No
CUST01137,5/7/2024,Tier 2,25-34,Instagram,Gold,Makeup,NA,Yes
CUST01138,9/18/2024,Tier 2,18-24,Marketplace,Gold,Makeup,Combination,No
CUST01139,9/9/2025,Tier 3,45+,Google Search,Gold,Hair Care,NA,No
CUST01140,10/13/2024,Tier 2,35-44,Influencer,Silver,Hair Care,NA,No
CUST01141,5/12/2025,Tier 2,25-34,Marketplace,Silver,Skin Care,NA,Yes
CUST01142,1/26/2025,Tier 1,18-24,Organic,Silver,Skin Care,Oily,Yes
CUST01143,9/10/2025,Tier 1,25-34,Marketplace,None,Makeup,Combination,Yes
CUST01144,3/18/2025,Tier 1,35-44,Referral,None,Wellness,Oily,Yes
CUST01145,9/16/2024,Tier 2,25-34,Google Search,Platinum,Skin Care,Oily,Yes
CUST01146,6/13/2024,Tier 2,18-24,Referral,None,Hair Care,Sensitive,No
CUST01147,12/26/2024,Tier 2,25-34,Organic,None,Fragrance,Oily,No
CUST01148,7/9/2024,Tier 1,35-44,Organic,None,Hair Care,Combination,No
CUST01149,4/24/2024,Tier 1,18-24,Referral,Silver,Skin Care,Normal,Yes
CUST01150,4/2/2024,Tier 3,35-44,Marketplace,Gold,Skin Care,Sensitive,Yes
CUST01151,10/27/2024,Tier 3,25-34,Google Search,None,Fragrance,Dry,Yes
CUST01152,8/12/2024,Tier 1,25-34,Marketplace,None,Skin Care,Dry,No
CUST01153,7/23/2025,Tier 2,25-34,Google Search,Gold,Baby Care,NA,Yes
CUST01154,1/7/2025,Tier 1,35-44,Google Search,Gold,Wellness,Sensitive,Yes
CUST01155,9/9/2024,Tier 2,35-44,Instagram,Gold,Wellness,NA,Yes
CUST01156,12/22/2024,Tier 2,35-44,Referral,Platinum,Hair Care,Normal,No
CUST01157,3/7/2024,Tier 1,45+,Referral,None,Skin Care,Sensitive,Yes
CUST01158,10/9/2024,Tier 3,25-34,Marketplace,Silver,Hair Care,NA,No
CUST01159,11/13/2024,Tier 2,25-34,Google Search,None,Fragrance,Combination,Yes
CUST01160,1/7/2024,Tier 1,45+,Marketplace,Silver,Makeup,Oily,Yes
CUST01161,9/11/2024,Tier 2,45+,Influencer,Gold,Skin Care,Combination,No
CUST01162,1/31/2025,Tier 1,35-44,Referral,Gold,Skin Care,Sensitive,Yes
CUST01163,7/7/2024,Tier 1,25-34,Google Search,Silver,Skin Care,Combination,No
CUST01164,7/24/2025,Tier 1,18-24,Instagram,Platinum,Baby Care,Oily,Yes
CUST01165,1/18/2025,Tier 3,35-44,Instagram,Silver,Skin Care,Dry,No
CUST01166,1/18/2025,Tier 3,25-34,Marketplace,Gold,Skin Care,Dry,No
CUST01167,5/3/2024,Tier 1,35-44,Google Search,None,Skin Care,Normal,Yes
CUST01168,12/11/2024,Tier 3,45+,Referral,None,Hair Care,Oily,Yes
CUST01169,5/17/2025,Tier 1,18-24,Google Search,Gold,Wellness,NA,Yes
CUST01170,11/24/2024,Tier 2,45+,Marketplace,None,Makeup,NA,Yes
CUST01171,3/12/2025,Tier 1,25-34,Referral,None,Hair Care,Combination,Yes
CUST01172,2/26/2024,Tier 1,25-34,Influencer,None,Baby Care,Normal,Yes
CUST01173,2/18/2024,Tier 1,45+,Google Search,None,Fragrance,NA,No
CUST01174,1/14/2025,Tier 1,35-44,Instagram,None,Skin Care,Dry,Yes
CUST01175,1/16/2024,Tier 1,18-24,Influencer,None,Skin Care,Dry,Yes
CUST01176,2/3/2025,Tier 1,35-44,Organic,None,Skin Care,Dry,Yes
CUST01177,11/13/2024,Tier 3,18-24,Marketplace,None,Makeup,Combination,No
CUST01178,5/14/2025,Tier 1,25-34,Marketplace,None,Makeup,Dry,Yes
CUST01179,5/15/2025,Tier 2,18-24,Instagram,Silver,Wellness,NA,No
CUST01180,8/6/2025,Tier 2,25-34,Google Search,Gold,Skin Care,Oily,Yes
CUST01181,4/25/2025,Tier 1,25-34,Instagram,None,Skin Care,NA,No
CUST01182,5/26/2024,Tier 2,25-34,Marketplace,None,Wellness,Dry,No
CUST01183,9/13/2024,Tier 1,45+,Instagram,Silver,Hair Care,Dry,No
CUST01184,12/9/2024,Tier 2,25-34,Organic,None,Skin Care,Normal,Yes
CUST01185,4/24/2024,Tier 1,35-44,Referral,Silver,Skin Care,Sensitive,Yes
CUST01186,1/25/2025,Tier 1,18-24,Google Search,None,Fragrance,NA,Yes
CUST01187,5/2/2025,Tier 2,45+,Google Search,Silver,Hair Care,NA,Yes
CUST01188,4/10/2025,Tier 3,25-34,Referral,Gold,Skin Care,Sensitive,Yes
CUST01189,6/13/2024,Tier 1,25-34,Organic,None,Hair Care,NA,No
CUST01190,12/27/2024,Tier 1,18-24,Organic,None,Hair Care,Combination,Yes
CUST01191,6/26/2025,Tier 1,18-24,Instagram,None,Fragrance,NA,No
CUST01192,2/22/2025,Tier 1,25-34,Google Search,None,Baby Care,Combination,Yes
CUST01193,2/22/2024,Tier 1,18-24,Organic,Silver,Wellness,Combination,Yes
CUST01194,6/25/2024,Tier 2,25-34,Referral,None,Hair Care,Dry,Yes
CUST01195,5/13/2025,Tier 3,25-34,Marketplace,Silver,Fragrance,NA,Yes
CUST01196,2/24/2024,Tier 1,25-34,Influencer,None,Makeup,Dry,Yes
CUST01197,4/2/2025,Tier 2,25-34,Google Search,None,Baby Care,Dry,Yes
CUST01198,7/29/2025,Tier 2,25-34,Influencer,Silver,Wellness,Oily,Yes
CUST01199,5/18/2024,Tier 2,35-44,Referral,Silver,Baby Care,Sensitive,No
CUST01200,5/18/2025,Tier 2,45+,Organic,Platinum,Fragrance,Oily,Yes
CUST01201,4/23/2024,Tier 3,45+,Marketplace,Platinum,Hair Care,NA,No
CUST01202,5/21/2025,Tier 3,18-24,Google Search,None,Fragrance,Dry,Yes
CUST01203,11/22/2024,Tier 1,45+,Instagram,None,Hair Care,Combination,Yes
CUST01204,3/23/2024,Tier 1,25-34,Organic,Gold,Skin Care,Normal,Yes
CUST01205,2/6/2024,Tier 1,35-44,Google Search,None,Hair Care,Combination,Yes
CUST01206,7/19/2025,Tier 1,18-24,Instagram,None,Makeup,NA,No
CUST01207,5/11/2024,Tier 1,35-44,Instagram,None,Skin Care,Dry,No
CUST01208,12/15/2024,Tier 2,35-44,Instagram,Silver,Fragrance,Combination,Yes
CUST01209,2/27/2024,Tier 1,35-44,Marketplace,None,Skin Care,Oily,Yes
CUST01210,3/22/2024,Tier 2,25-34,Instagram,Silver,Makeup,Combination,Yes
CUST01211,3/3/2024,Tier 2,25-34,Instagram,Platinum,Skin Care,Normal,Yes
CUST01212,7/11/2024,Tier 1,18-24,Influencer,None,Baby Care,Normal,Yes
CUST01213,9/13/2024,Tier 2,35-44,Referral,Silver,Wellness,Sensitive,Yes
CUST01214,3/2/2024,Tier 3,25-34,Instagram,Silver,Makeup,Oily,No
CUST01215,1/5/2025,Tier 2,35-44,Influencer,None,Makeup,Sensitive,Yes
CUST01216,5/15/2025,Tier 3,25-34,Instagram,Silver,Skin Care,Sensitive,Yes
CUST01217,2/16/2025,Tier 3,25-34,Referral,None,Makeup,Combination,No
CUST01218,6/1/2024,Tier 1,25-34,Organic,Silver,Skin Care,Normal,No
CUST01219,10/4/2024,Tier 1,25-34,Google Search,None,Wellness,Normal,Yes
CUST01220,3/21/2025,Tier 1,45+,Influencer,None,Wellness,Oily,No
CUST01221,6/15/2025,Tier 3,45+,Google Search,None,Hair Care,Dry,Yes
CUST01222,9/5/2025,Tier 1,18-24,Marketplace,Silver,Fragrance,Sensitive,Yes
CUST01223,9/9/2024,Tier 1,18-24,Instagram,Gold,Hair Care,Combination,No
CUST01224,7/18/2024,Tier 3,45+,Organic,None,Wellness,NA,Yes
CUST01225,4/26/2025,Tier 1,35-44,Organic,None,Skin Care,Sensitive,Yes
CUST01226,9/29/2024,Tier 1,18-24,Instagram,Silver,Makeup,Sensitive,No
CUST01227,12/1/2024,Tier 2,25-34,Referral,Silver,Wellness,Combination,No
CUST01228,7/11/2024,Tier 2,45+,Instagram,Silver,Makeup,Dry,Yes
CUST01229,1/12/2024,Tier 1,25-34,Google Search,None,Baby Care,Combination,Yes
CUST01230,1/26/2025,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,Yes
CUST01231,11/26/2024,Tier 1,45+,Organic,None,Hair Care,Sensitive,No
CUST01232,11/27/2024,Tier 1,25-34,Organic,None,Skin Care,Normal,No
CUST01233,5/15/2024,Tier 3,25-34,Instagram,None,Skin Care,NA,Yes
CUST01234,2/26/2025,Tier 1,25-34,Google Search,None,Hair Care,Combination,Yes
CUST01235,6/11/2024,Tier 3,18-24,Google Search,None,Baby Care,Normal,Yes
CUST01236,2/13/2024,Tier 1,18-24,Instagram,Gold,Hair Care,Sensitive,Yes
CUST01237,10/23/2024,Tier 2,25-34,Marketplace,None,Skin Care,Normal,Yes
CUST01238,3/23/2024,Tier 1,25-34,Organic,None,Skin Care,Normal,Yes
CUST01239,1/18/2025,Tier 1,25-34,Instagram,Silver,Hair Care,Sensitive,No
CUST01240,4/1/2025,Tier 2,25-34,Referral,None,Skin Care,Oily,Yes
CUST01241,8/6/2025,Tier 1,35-44,Marketplace,None,Baby Care,Sensitive,Yes
CUST01242,9/15/2024,Tier 1,18-24,Instagram,Gold,Fragrance,Dry,Yes
CUST01243,2/4/2025,Tier 1,25-34,Referral,None,Skin Care,NA,No
CUST01244,2/1/2024,Tier 3,25-34,Influencer,Gold,Hair Care,Combination,No
CUST01245,7/14/2024,Tier 2,45+,Google Search,None,Baby Care,Sensitive,No
CUST01246,7/28/2024,Tier 2,18-24,Influencer,Silver,Fragrance,Combination,Yes
CUST01247,8/16/2025,Tier 1,35-44,Instagram,None,Skin Care,NA,Yes
CUST01248,5/24/2025,Tier 2,25-34,Instagram,None,Fragrance,NA,Yes
CUST01249,5/5/2025,Tier 1,18-24,Marketplace,Platinum,Skin Care,NA,Yes
CUST01250,3/21/2025,Tier 2,25-34,Organic,Silver,Makeup,Sensitive,Yes
CUST01251,6/16/2024,Tier 3,25-34,Marketplace,None,Hair Care,NA,Yes
CUST01252,12/21/2024,Tier 1,35-44,Marketplace,Gold,Makeup,Combination,Yes
CUST01253,12/6/2024,Tier 2,45+,Referral,None,Makeup,Oily,Yes
CUST01254,12/15/2024,Tier 3,25-34,Instagram,Silver,Skin Care,Dry,No
CUST01255,5/28/2025,Tier 2,25-34,Referral,None,Baby Care,Dry,No
CUST01256,11/29/2024,Tier 3,35-44,Referral,None,Baby Care,Combination,Yes
CUST01257,4/18/2024,Tier 2,25-34,Instagram,Silver,Makeup,NA,Yes
CUST01258,5/27/2024,Tier 2,45+,Google Search,Silver,Hair Care,Dry,Yes
CUST01259,2/1/2024,Tier 1,25-34,Organic,Silver,Skin Care,Combination,No
CUST01260,9/3/2025,Tier 1,25-34,Instagram,None,Baby Care,Combination,Yes
CUST01261,5/26/2025,Tier 1,25-34,Marketplace,Gold,Hair Care,Normal,No
CUST01262,5/17/2025,Tier 1,45+,Influencer,Silver,Skin Care,Sensitive,Yes
